Date,Fut,Tag,Value,month,year
3/11/2005,March 07,Purchase,0,3,2005
3/11/2005,March 07,P Change,0,3,2005
3/11/2005,March 07,OI,0,3,2005
3/11/2005,March 07,OI Change,0,3,2005
3/11/2005,May 07,Sales,0,3,2005
3/11/2005,May 07,S Change,0,3,2005
3/11/2005,May 07,Purchase,30,3,2005
3/11/2005,May 07,P Change,30,3,2005
3/11/2005,May 07,OI,0,3,2005
3/11/2005,May 07,OI Change,0,3,2005
3/11/2005,March 08,Sales,13,3,2005
3/11/2005,March 08,S Change,0,3,2005
3/11/2005,March 08,Purchase,0,3,2005
3/11/2005,March 08,P Change,0,3,2005
3/11/2005,March 08,OI,0,3,2005
3/11/2005,March 08,OI Change,0,3,2005
3/11/2005,May 08,Sales,0,3,2005
3/11/2005,May 08,S Change,0,3,2005
3/11/2005,May 08,Purchase,48,3,2005
3/11/2005,May 08,P Change,48,3,2005
3/11/2005,May 08,OI,0,3,2005
3/11/2005,May 08,OI Change,0,3,2005
3/11/2005,Totals,Sales,41439,3,2005
3/11/2005,Totals,S Change,3815,3,2005
3/11/2005,Totals,Purchase,12658,3,2005
3/11/2005,Totals,P Change,1401,3,2005
3/11/2005,Totals,OI,122269,3,2005
3/11/2005,Totals,OI Change,10019,3,2005
3/18/2005,March 05,Sales,0,3,2005
3/18/2005,March 05,S Change,0,3,2005
3/18/2005,March 05,Purchase,0,3,2005
3/18/2005,March 05,P Change,-44,3,2005
3/18/2005,March 05,OI,0,3,2005
3/18/2005,March 05,OI Change,-101,3,2005
3/18/2005,May 05,Sales,6798,3,2005
3/18/2005,May 05,S Change,-551,3,2005
3/18/2005,May 05,Purchase,1613,3,2005
3/18/2005,May 05,P Change,-48,3,2005
3/18/2005,May 05,OI,82852,3,2005
3/18/2005,May 05,OI Change,-3034,3,2005
3/18/2005,July 05,Sales,14176,3,2005
3/18/2005,July 05,S Change,375,3,2005
3/18/2005,July 05,Purchase,2040,3,2005
3/18/2005,July 05,P Change,60,3,2005
3/18/2005,July 05,OI,24029,3,2005
3/18/2005,July 05,OI Change,1968,3,2005
3/18/2005,October 05,Sales,4917,3,2005
3/18/2005,October 05,S Change,238,3,2005
3/18/2005,October 05,Purchase,609,3,2005
3/18/2005,October 05,P Change,-44,3,2005
3/18/2005,October 05,OI,1491,3,2005
3/18/2005,October 05,OI Change,-37,3,2005
3/18/2005,December 05,Sales,7768,3,2005
3/18/2005,December 05,S Change,1026,3,2005
3/18/2005,December 05,Purchase,7281,3,2005
3/18/2005,December 05,P Change,490,3,2005
3/18/2005,December 05,OI,10422,3,2005
3/18/2005,December 05,OI Change,487,3,2005
3/18/2005,March 06,Sales,3657,3,2005
3/18/2005,March 06,S Change,1271,3,2005
3/18/2005,March 06,Purchase,42,3,2005
3/18/2005,March 06,P Change,-46,3,2005
3/18/2005,March 06,OI,1941,3,2005
3/18/2005,March 06,OI Change,351,3,2005
3/18/2005,May 06,Sales,2432,3,2005
3/18/2005,May 06,S Change,338,3,2005
3/18/2005,May 06,Purchase,30,3,2005
3/18/2005,May 06,P Change,0,3,2005
3/18/2005,May 06,OI,573,3,2005
3/18/2005,May 06,OI Change,-35,3,2005
3/18/2005,July 06,Sales,3300,3,2005
3/18/2005,July 06,S Change,564,3,2005
3/18/2005,July 06,Purchase,1513,3,2005
3/18/2005,July 06,P Change,44,3,2005
3/18/2005,July 06,OI,482,3,2005
3/18/2005,July 06,OI Change,54,3,2005
3/18/2005,October 06,Sales,458,3,2005
3/18/2005,October 06,S Change,127,3,2005
3/18/2005,October 06,Purchase,0,3,2005
3/18/2005,October 06,P Change,0,3,2005
3/18/2005,October 06,OI,0,3,2005
3/18/2005,October 06,OI Change,0,3,2005
3/18/2005,December 06,Sales,1304,3,2005
3/18/2005,December 06,S Change,22,3,2005
3/18/2005,December 06,Purchase,0,3,2005
3/18/2005,December 06,P Change,0,3,2005
3/18/2005,December 06,OI,138,3,2005
3/18/2005,December 06,OI Change,6,3,2005
3/18/2005,March 07,Sales,108,3,2005
3/18/2005,March 07,S Change,82,3,2005
3/18/2005,March 07,Purchase,0,3,2005
3/18/2005,March 07,P Change,0,3,2005
3/18/2005,March 07,OI,0,3,2005
3/18/2005,March 07,OI Change,0,3,2005
3/18/2005,May 07,Sales,0,3,2005
3/18/2005,May 07,S Change,0,3,2005
3/18/2005,May 07,Purchase,30,3,2005
3/18/2005,May 07,P Change,0,3,2005
3/18/2005,May 07,OI,0,3,2005
3/18/2005,May 07,OI Change,0,3,2005
3/18/2005,March 08,Sales,13,3,2005
3/18/2005,March 08,S Change,0,3,2005
3/18/2005,March 08,Purchase,0,3,2005
3/18/2005,March 08,P Change,0,3,2005
3/18/2005,March 08,OI,0,3,2005
3/18/2005,March 08,OI Change,0,3,2005
3/18/2005,May 08,Sales,0,3,2005
3/18/2005,May 08,S Change,0,3,2005
3/18/2005,May 08,Purchase,48,3,2005
3/18/2005,May 08,P Change,0,3,2005
3/18/2005,May 08,OI,0,3,2005
3/18/2005,May 08,OI Change,0,3,2005
3/18/2005,Totals,Sales,44931,3,2005
3/18/2005,Totals,S Change,3492,3,2005
3/18/2005,Totals,Purchase,13206,3,2005
3/18/2005,Totals,P Change,412,3,2005
3/18/2005,Totals,OI,121928,3,2005
3/18/2005,Totals,OI Change,-341,3,2005
3/4/2005,March 05,Sales,0,3,2005
3/4/2005,March 05,S Change,0,3,2005
3/4/2005,March 05,Purchase,304,3,2005
3/4/2005,March 05,P Change,-33,3,2005
3/4/2005,March 05,OI,346,3,2005
3/4/2005,March 05,OI Change,-211,3,2005
3/4/2005,May 05,Sales,7536,3,2005
3/4/2005,May 05,S Change,115,3,2005
3/4/2005,May 05,Purchase,1597,3,2005
3/4/2005,May 05,P Change,-97,3,2005
3/4/2005,May 05,OI,79897,3,2005
3/4/2005,May 05,OI Change,6760,3,2005
3/4/2005,July 05,Sales,13663,3,2005
3/4/2005,July 05,S Change,-98,3,2005
3/4/2005,July 05,Purchase,2118,3,2005
3/4/2005,July 05,P Change,451,3,2005
3/4/2005,July 05,OI,19064,3,2005
3/4/2005,July 05,OI Change,1896,3,2005
3/4/2005,October 05,Sales,4654,3,2005
3/4/2005,October 05,S Change,4,3,2005
3/4/2005,October 05,Purchase,541,3,2005
3/4/2005,October 05,P Change,380,3,2005
3/4/2005,October 05,OI,1463,3,2005
3/4/2005,October 05,OI Change,145,3,2005
3/4/2005,December 05,Sales,6111,3,2005
3/4/2005,December 05,S Change,506,3,2005
3/4/2005,December 05,Purchase,3220,3,2005
3/4/2005,December 05,P Change,606,3,2005
3/4/2005,December 05,OI,8881,3,2005
3/4/2005,December 05,OI Change,379,3,2005
3/4/2005,March 06,Sales,1480,3,2005
3/4/2005,March 06,S Change,500,3,2005
3/4/2005,March 06,Purchase,2216,3,2005
3/4/2005,March 06,P Change,2128,3,2005
3/4/2005,March 06,OI,1576,3,2005
3/4/2005,March 06,OI Change,73,3,2005
3/4/2005,May 06,Sales,1508,3,2005
3/4/2005,May 06,S Change,175,3,2005
3/4/2005,May 06,Purchase,0,3,2005
3/4/2005,May 06,P Change,0,3,2005
3/4/2005,May 06,OI,581,3,2005
3/4/2005,May 06,OI Change,-61,3,2005
3/4/2005,July 06,Sales,1739,3,2005
3/4/2005,July 06,S Change,428,3,2005
3/4/2005,July 06,Purchase,1261,3,2005
3/4/2005,July 06,P Change,169,3,2005
3/4/2005,July 06,OI,311,3,2005
3/4/2005,July 06,OI Change,93,3,2005
3/4/2005,October 06,Sales,287,3,2005
3/4/2005,October 06,S Change,0,3,2005
3/4/2005,October 06,Purchase,0,3,2005
3/4/2005,October 06,P Change,0,3,2005
3/4/2005,October 06,OI,0,3,2005
3/4/2005,October 06,OI Change,0,3,2005
3/4/2005,December 06,Sales,607,3,2005
3/4/2005,December 06,S Change,381,3,2005
3/4/2005,December 06,Purchase,0,3,2005
3/4/2005,December 06,P Change,0,3,2005
3/4/2005,December 06,OI,131,3,2005
3/4/2005,December 06,OI Change,1,3,2005
3/4/2005,March 07,Sales,26,3,2005
3/4/2005,March 07,S Change,-82,3,2005
3/4/2005,March 07,Purchase,0,3,2005
3/4/2005,March 07,P Change,0,3,2005
3/4/2005,March 07,OI,0,3,2005
3/4/2005,March 07,OI Change,0,3,2005
3/4/2005,March 08,Sales,13,3,2005
3/4/2005,March 08,S Change,0,3,2005
3/4/2005,March 08,Purchase,0,3,2005
3/4/2005,March 08,P Change,0,3,2005
3/4/2005,March 08,OI,0,3,2005
3/4/2005,March 08,OI Change,0,3,2005
3/4/2005,Totals,Sales,37624,3,2005
3/4/2005,Totals,S Change,1929,3,2005
3/4/2005,Totals,Purchase,11257,3,2005
3/4/2005,Totals,P Change,3604,3,2005
3/4/2005,Totals,OI,112250,3,2005
3/4/2005,Totals,OI Change,9075,3,2005
4/1/2005,May 05,Sales,5988,4,2005
4/1/2005,May 05,S Change,-175,4,2005
4/1/2005,May 05,Purchase,1297,4,2005
4/1/2005,May 05,P Change,-221,4,2005
4/1/2005,May 05,OI,71210,4,2005
4/1/2005,May 05,OI Change,-3797,4,2005
4/1/2005,July 05,Sales,13835,4,2005
4/1/2005,July 05,S Change,-4,4,2005
4/1/2005,July 05,Purchase,2110,4,2005
4/1/2005,July 05,P Change,-74,4,2005
4/1/2005,July 05,OI,31440,4,2005
4/1/2005,July 05,OI Change,5680,4,2005
4/1/2005,October 05,Sales,4961,4,2005
4/1/2005,October 05,S Change,-77,4,2005
4/1/2005,October 05,Purchase,805,4,2005
4/1/2005,October 05,P Change,196,4,2005
4/1/2005,October 05,OI,1557,4,2005
4/1/2005,October 05,OI Change,-29,4,2005
4/1/2005,December 05,Sales,8335,4,2005
4/1/2005,December 05,S Change,-30,4,2005
4/1/2005,December 05,Purchase,7773,4,2005
4/1/2005,December 05,P Change,56,4,2005
4/1/2005,December 05,OI,13730,4,2005
4/1/2005,December 05,OI Change,2489,4,2005
4/1/2005,March 06,Sales,5131,4,2005
4/1/2005,March 06,S Change,209,4,2005
4/1/2005,March 06,Purchase,32,4,2005
4/1/2005,March 06,P Change,-10,4,2005
4/1/2005,March 06,OI,2163,4,2005
4/1/2005,March 06,OI Change,121,4,2005
4/1/2005,May 06,Sales,2836,4,2005
4/1/2005,May 06,S Change,74,4,2005
4/1/2005,May 06,Purchase,30,4,2005
4/1/2005,May 06,P Change,0,4,2005
4/1/2005,May 06,OI,554,4,2005
4/1/2005,May 06,OI Change,-11,4,2005
4/1/2005,July 06,Sales,3792,4,2005
4/1/2005,July 06,S Change,106,4,2005
4/1/2005,July 06,Purchase,1465,4,2005
4/1/2005,July 06,P Change,13,4,2005
4/1/2005,July 06,OI,479,4,2005
4/1/2005,July 06,OI Change,-3,4,2005
4/1/2005,October 06,Sales,533,4,2005
4/1/2005,October 06,S Change,0,4,2005
4/1/2005,October 06,Purchase,0,4,2005
4/1/2005,October 06,P Change,0,4,2005
4/1/2005,October 06,OI,0,4,2005
4/1/2005,October 06,OI Change,0,4,2005
4/1/2005,December 06,Sales,1560,4,2005
4/1/2005,December 06,S Change,17,4,2005
4/1/2005,December 06,Purchase,0,4,2005
4/1/2005,December 06,P Change,0,4,2005
4/1/2005,December 06,OI,156,4,2005
4/1/2005,December 06,OI Change,18,4,2005
4/1/2005,March 07,Sales,131,4,2005
4/1/2005,March 07,S Change,18,4,2005
4/1/2005,March 07,Purchase,0,4,2005
4/1/2005,March 07,P Change,0,4,2005
4/1/2005,March 07,OI,0,4,2005
4/1/2005,March 07,OI Change,0,4,2005
4/1/2005,May 07,Sales,0,4,2005
4/1/2005,May 07,S Change,0,4,2005
4/1/2005,May 07,Purchase,30,4,2005
4/1/2005,May 07,P Change,0,4,2005
4/1/2005,May 07,OI,0,4,2005
4/1/2005,May 07,OI Change,0,4,2005
4/1/2005,March 08,Sales,13,4,2005
4/1/2005,March 08,S Change,0,4,2005
4/1/2005,March 08,Purchase,0,4,2005
4/1/2005,March 08,P Change,0,4,2005
4/1/2005,March 08,OI,0,4,2005
4/1/2005,March 08,OI Change,0,4,2005
4/1/2005,May 08,Sales,0,4,2005
4/1/2005,May 08,S Change,0,4,2005
4/1/2005,May 08,Purchase,48,4,2005
4/1/2005,May 08,P Change,0,4,2005
4/1/2005,May 08,OI,0,4,2005
4/1/2005,May 08,OI Change,0,4,2005
4/1/2005,Totals,Sales,47115,4,2005
4/1/2005,Totals,S Change,138,4,2005
4/1/2005,Totals,Purchase,13590,4,2005
4/1/2005,Totals,P Change,-40,4,2005
4/1/2005,Totals,OI,121289,4,2005
4/1/2005,Totals,OI Change,4468,4,2005
4/15/2005,May 05,Sales,4672,4,2005
4/15/2005,May 05,S Change,-944,4,2005
4/15/2005,May 05,Purchase,1432,4,2005
4/15/2005,May 05,P Change,297,4,2005
4/15/2005,May 05,OI,26459,4,2005
4/15/2005,May 05,OI Change,-27736,4,2005
4/15/2005,July 05,Sales,13125,4,2005
4/15/2005,July 05,S Change,-606,4,2005
4/15/2005,July 05,Purchase,1893,4,2005
4/15/2005,July 05,P Change,-309,4,2005
4/15/2005,July 05,OI,74404,4,2005
4/15/2005,July 05,OI Change,29044,4,2005
4/15/2005,October 05,Sales,5039,4,2005
4/15/2005,October 05,S Change,11,4,2005
4/15/2005,October 05,Purchase,743,4,2005
4/15/2005,October 05,P Change,-3,4,2005
4/15/2005,October 05,OI,2589,4,2005
4/15/2005,October 05,OI Change,1052,4,2005
4/15/2005,December 05,Sales,9601,4,2005
4/15/2005,December 05,S Change,535,4,2005
4/15/2005,December 05,Purchase,9053,4,2005
4/15/2005,December 05,P Change,119,4,2005
4/15/2005,December 05,OI,14263,4,2005
4/15/2005,December 05,OI Change,135,4,2005
4/15/2005,March 06,Sales,5892,4,2005
4/15/2005,March 06,S Change,379,4,2005
4/15/2005,March 06,Purchase,120,4,2005
4/15/2005,March 06,P Change,22,4,2005
4/15/2005,March 06,OI,2329,4,2005
4/15/2005,March 06,OI Change,78,4,2005
4/15/2005,May 06,Sales,3285,4,2005
4/15/2005,May 06,S Change,260,4,2005
4/15/2005,May 06,Purchase,30,4,2005
4/15/2005,May 06,P Change,0,4,2005
4/15/2005,May 06,OI,554,4,2005
4/15/2005,May 06,OI Change,0,4,2005
4/15/2005,July 06,Sales,4503,4,2005
4/15/2005,July 06,S Change,327,4,2005
4/15/2005,July 06,Purchase,1544,4,2005
4/15/2005,July 06,P Change,123,4,2005
4/15/2005,July 06,OI,488,4,2005
4/15/2005,July 06,OI Change,0,4,2005
4/15/2005,October 06,Sales,740,4,2005
4/15/2005,October 06,S Change,207,4,2005
4/15/2005,October 06,Purchase,0,4,2005
4/15/2005,October 06,P Change,0,4,2005
4/15/2005,October 06,OI,0,4,2005
4/15/2005,October 06,OI Change,0,4,2005
4/15/2005,December 06,Sales,1588,4,2005
4/15/2005,December 06,S Change,0,4,2005
4/15/2005,December 06,Purchase,0,4,2005
4/15/2005,December 06,P Change,0,4,2005
4/15/2005,December 06,OI,149,4,2005
4/15/2005,December 06,OI Change,-6,4,2005
4/15/2005,March 07,Sales,139,4,2005
4/15/2005,March 07,S Change,0,4,2005
4/15/2005,March 07,Purchase,0,4,2005
4/15/2005,March 07,P Change,0,4,2005
4/15/2005,March 07,OI,0,4,2005
4/15/2005,March 07,OI Change,0,4,2005
4/15/2005,May 07,Sales,0,4,2005
4/15/2005,May 07,S Change,0,4,2005
4/15/2005,May 07,Purchase,30,4,2005
4/15/2005,May 07,P Change,0,4,2005
4/15/2005,May 07,OI,0,4,2005
4/15/2005,May 07,OI Change,0,4,2005
4/15/2005,March 08,Sales,13,4,2005
4/15/2005,March 08,S Change,0,4,2005
4/15/2005,March 08,Purchase,0,4,2005
4/15/2005,March 08,P Change,0,4,2005
4/15/2005,March 08,OI,0,4,2005
4/15/2005,March 08,OI Change,0,4,2005
4/15/2005,May 08,Sales,0,4,2005
4/15/2005,May 08,S Change,0,4,2005
4/15/2005,May 08,Purchase,48,4,2005
4/15/2005,May 08,P Change,0,4,2005
4/15/2005,May 08,OI,0,4,2005
4/15/2005,May 08,OI Change,0,4,2005
4/15/2005,Totals,Sales,48597,4,2005
4/15/2005,Totals,S Change,169,4,2005
4/15/2005,Totals,Purchase,14893,4,2005
4/15/2005,Totals,P Change,249,4,2005
4/15/2005,Totals,OI,121235,4,2005
4/15/2005,Totals,OI Change,2567,4,2005
4/22/2005,May 05,Sales,648,4,2005
4/22/2005,May 05,S Change,-4024,4,2005
4/22/2005,May 05,Purchase,414,4,2005
4/22/2005,May 05,P Change,-1018,4,2005
4/22/2005,May 05,OI,5622,4,2005
4/22/2005,May 05,OI Change,-20837,4,2005
4/22/2005,July 05,Sales,14203,4,2005
4/22/2005,July 05,S Change,1078,4,2005
4/22/2005,July 05,Purchase,2596,4,2005
4/22/2005,July 05,P Change,703,4,2005
4/22/2005,July 05,OI,88223,4,2005
4/22/2005,July 05,OI Change,13819,4,2005
4/22/2005,October 05,Sales,5193,4,2005
4/22/2005,October 05,S Change,154,4,2005
4/22/2005,October 05,Purchase,741,4,2005
4/22/2005,October 05,P Change,-2,4,2005
4/22/2005,October 05,OI,2571,4,2005
4/22/2005,October 05,OI Change,-18,4,2005
4/22/2005,December 05,Sales,9900,4,2005
4/22/2005,December 05,S Change,299,4,2005
4/22/2005,December 05,Purchase,9624,4,2005
4/22/2005,December 05,P Change,571,4,2005
4/22/2005,December 05,OI,14511,4,2005
4/22/2005,December 05,OI Change,248,4,2005
4/22/2005,March 06,Sales,6060,4,2005
4/22/2005,March 06,S Change,168,4,2005
4/22/2005,March 06,Purchase,120,4,2005
4/22/2005,March 06,P Change,0,4,2005
4/22/2005,March 06,OI,2383,4,2005
4/22/2005,March 06,OI Change,54,4,2005
4/22/2005,May 06,Sales,3285,4,2005
4/22/2005,May 06,S Change,0,4,2005
4/22/2005,May 06,Purchase,40,4,2005
4/22/2005,May 06,P Change,10,4,2005
4/22/2005,May 06,OI,554,4,2005
4/22/2005,May 06,OI Change,0,4,2005
4/22/2005,July 06,Sales,4548,4,2005
4/22/2005,July 06,S Change,45,4,2005
4/22/2005,July 06,Purchase,1877,4,2005
4/22/2005,July 06,P Change,333,4,2005
4/22/2005,July 06,OI,513,4,2005
4/22/2005,July 06,OI Change,25,4,2005
4/22/2005,October 06,Sales,740,4,2005
4/22/2005,October 06,S Change,0,4,2005
4/22/2005,October 06,Purchase,0,4,2005
4/22/2005,October 06,P Change,0,4,2005
4/22/2005,October 06,OI,0,4,2005
4/22/2005,October 06,OI Change,0,4,2005
4/22/2005,December 06,Sales,1618,4,2005
4/22/2005,December 06,S Change,30,4,2005
4/22/2005,December 06,Purchase,0,4,2005
4/22/2005,December 06,P Change,0,4,2005
4/22/2005,December 06,OI,163,4,2005
4/22/2005,December 06,OI Change,14,4,2005
4/22/2005,March 07,Sales,139,4,2005
4/22/2005,March 07,S Change,0,4,2005
4/22/2005,March 07,Purchase,0,4,2005
4/22/2005,March 07,P Change,0,4,2005
4/22/2005,March 07,OI,0,4,2005
4/22/2005,March 07,OI Change,0,4,2005
4/22/2005,May 07,Sales,0,4,2005
4/22/2005,May 07,S Change,0,4,2005
4/22/2005,May 07,Purchase,30,4,2005
4/22/2005,May 07,P Change,0,4,2005
4/22/2005,May 07,OI,0,4,2005
4/22/2005,May 07,OI Change,0,4,2005
4/22/2005,March 08,Sales,13,4,2005
4/22/2005,March 08,S Change,0,4,2005
4/22/2005,March 08,Purchase,0,4,2005
4/22/2005,March 08,P Change,0,4,2005
4/22/2005,March 08,OI,0,4,2005
4/22/2005,March 08,OI Change,0,4,2005
4/22/2005,May 08,Sales,0,4,2005
4/22/2005,May 08,S Change,0,4,2005
4/22/2005,May 08,Purchase,48,4,2005
4/22/2005,May 08,P Change,0,4,2005
4/22/2005,May 08,OI,0,4,2005
4/22/2005,May 08,OI Change,0,4,2005
4/22/2005,Totals,Sales,46347,4,2005
4/22/2005,Totals,S Change,-2250,4,2005
4/22/2005,Totals,Purchase,15490,4,2005
4/22/2005,Totals,P Change,597,4,2005
4/22/2005,Totals,OI,114540,4,2005
4/22/2005,Totals,OI Change,-6695,4,2005
4/29/2005,May 05,Sales,286,4,2005
4/29/2005,May 05,S Change,-362,4,2005
4/29/2005,May 05,Purchase,499,4,2005
4/29/2005,May 05,P Change,85,4,2005
4/29/2005,May 05,OI,2397,4,2005
4/29/2005,May 05,OI Change,-3225,4,2005
4/29/2005,July 05,Sales,14506,4,2005
4/29/2005,July 05,S Change,303,4,2005
4/29/2005,July 05,Purchase,2131,4,2005
4/29/2005,July 05,P Change,-465,4,2005
4/29/2005,July 05,OI,95565,4,2005
4/29/2005,July 05,OI Change,7342,4,2005
4/29/2005,October 05,Sales,5538,4,2005
4/29/2005,October 05,S Change,345,4,2005
4/29/2005,October 05,Purchase,390,4,2005
4/29/2005,October 05,P Change,-351,4,2005
4/29/2005,October 05,OI,2699,4,2005
4/29/2005,October 05,OI Change,128,4,2005
4/29/2005,December 05,Sales,10484,4,2005
4/29/2005,December 05,S Change,584,4,2005
4/29/2005,December 05,Purchase,9892,4,2005
4/29/2005,December 05,P Change,268,4,2005
4/29/2005,December 05,OI,16637,4,2005
4/29/2005,December 05,OI Change,2126,4,2005
4/29/2005,March 06,Sales,6351,4,2005
4/29/2005,March 06,S Change,291,4,2005
4/29/2005,March 06,Purchase,151,4,2005
4/29/2005,March 06,P Change,31,4,2005
4/29/2005,March 06,OI,2573,4,2005
4/29/2005,March 06,OI Change,190,4,2005
4/29/2005,May 06,Sales,3423,4,2005
4/29/2005,May 06,S Change,138,4,2005
4/29/2005,May 06,Purchase,40,4,2005
4/29/2005,May 06,P Change,0,4,2005
4/29/2005,May 06,OI,554,4,2005
4/29/2005,May 06,OI Change,0,4,2005
4/29/2005,July 06,Sales,4691,4,2005
4/29/2005,July 06,S Change,143,4,2005
4/29/2005,July 06,Purchase,2285,4,2005
4/29/2005,July 06,P Change,408,4,2005
4/29/2005,July 06,OI,556,4,2005
4/29/2005,July 06,OI Change,43,4,2005
4/29/2005,October 06,Sales,874,4,2005
4/29/2005,October 06,S Change,134,4,2005
4/29/2005,October 06,Purchase,468,4,2005
4/29/2005,October 06,P Change,468,4,2005
4/29/2005,October 06,OI,0,4,2005
4/29/2005,October 06,OI Change,0,4,2005
4/29/2005,December 06,Sales,1628,4,2005
4/29/2005,December 06,S Change,10,4,2005
4/29/2005,December 06,Purchase,11,4,2005
4/29/2005,December 06,P Change,11,4,2005
4/29/2005,December 06,OI,178,4,2005
4/29/2005,December 06,OI Change,15,4,2005
4/29/2005,March 07,Sales,139,4,2005
4/29/2005,March 07,S Change,0,4,2005
4/29/2005,March 07,Purchase,0,4,2005
4/29/2005,March 07,P Change,0,4,2005
4/29/2005,March 07,OI,0,4,2005
4/29/2005,March 07,OI Change,0,4,2005
4/29/2005,May 07,Sales,0,4,2005
4/29/2005,May 07,S Change,0,4,2005
4/29/2005,May 07,Purchase,30,4,2005
4/29/2005,May 07,P Change,0,4,2005
4/29/2005,May 07,OI,0,4,2005
4/29/2005,May 07,OI Change,0,4,2005
4/29/2005,March 08,Sales,13,4,2005
4/29/2005,March 08,S Change,0,4,2005
4/29/2005,March 08,Purchase,0,4,2005
4/29/2005,March 08,P Change,0,4,2005
4/29/2005,March 08,OI,0,4,2005
4/29/2005,March 08,OI Change,0,4,2005
4/29/2005,May 08,Sales,0,4,2005
4/29/2005,May 08,S Change,0,4,2005
4/29/2005,May 08,Purchase,48,4,2005
4/29/2005,May 08,P Change,0,4,2005
4/29/2005,May 08,OI,0,4,2005
4/29/2005,May 08,OI Change,0,4,2005
4/29/2005,Totals,Sales,47933,4,2005
4/29/2005,Totals,S Change,1586,4,2005
4/29/2005,Totals,Purchase,15945,4,2005
4/29/2005,Totals,P Change,455,4,2005
4/29/2005,Totals,OI,121159,4,2005
4/29/2005,Totals,OI Change,6619,4,2005
4/8/2005,May 05,Sales,5616,4,2005
4/8/2005,May 05,S Change,-372,4,2005
4/8/2005,May 05,Purchase,1135,4,2005
4/8/2005,May 05,P Change,-162,4,2005
4/8/2005,May 05,OI,54195,4,2005
4/8/2005,May 05,OI Change,-17015,4,2005
4/8/2005,July 05,Sales,13731,4,2005
4/8/2005,July 05,S Change,-104,4,2005
4/8/2005,July 05,Purchase,2202,4,2005
4/8/2005,July 05,P Change,92,4,2005
4/8/2005,July 05,OI,45360,4,2005
4/8/2005,July 05,OI Change,13920,4,2005
4/8/2005,October 05,Sales,5028,4,2005
4/8/2005,October 05,S Change,67,4,2005
4/8/2005,October 05,Purchase,746,4,2005
4/8/2005,October 05,P Change,-59,4,2005
4/8/2005,October 05,OI,1537,4,2005
4/8/2005,October 05,OI Change,-20,4,2005
4/8/2005,December 05,Sales,9066,4,2005
4/8/2005,December 05,S Change,731,4,2005
4/8/2005,December 05,Purchase,8934,4,2005
4/8/2005,December 05,P Change,1161,4,2005
4/8/2005,December 05,OI,14128,4,2005
4/8/2005,December 05,OI Change,398,4,2005
4/8/2005,March 06,Sales,5513,4,2005
4/8/2005,March 06,S Change,382,4,2005
4/8/2005,March 06,Purchase,98,4,2005
4/8/2005,March 06,P Change,66,4,2005
4/8/2005,March 06,OI,2251,4,2005
4/8/2005,March 06,OI Change,88,4,2005
4/8/2005,May 06,Sales,3025,4,2005
4/8/2005,May 06,S Change,189,4,2005
4/8/2005,May 06,Purchase,30,4,2005
4/8/2005,May 06,P Change,0,4,2005
4/8/2005,May 06,OI,554,4,2005
4/8/2005,May 06,OI Change,0,4,2005
4/8/2005,July 06,Sales,4176,4,2005
4/8/2005,July 06,S Change,384,4,2005
4/8/2005,July 06,Purchase,1421,4,2005
4/8/2005,July 06,P Change,-44,4,2005
4/8/2005,July 06,OI,488,4,2005
4/8/2005,July 06,OI Change,9,4,2005
4/8/2005,October 06,Sales,533,4,2005
4/8/2005,October 06,S Change,0,4,2005
4/8/2005,October 06,Purchase,0,4,2005
4/8/2005,October 06,P Change,0,4,2005
4/8/2005,October 06,OI,0,4,2005
4/8/2005,October 06,OI Change,0,4,2005
4/8/2005,December 06,Sales,1588,4,2005
4/8/2005,December 06,S Change,28,4,2005
4/8/2005,December 06,Purchase,0,4,2005
4/8/2005,December 06,P Change,0,4,2005
4/8/2005,December 06,OI,155,4,2005
4/8/2005,December 06,OI Change,-1,4,2005
4/8/2005,March 07,Sales,139,4,2005
4/8/2005,March 07,S Change,8,4,2005
4/8/2005,March 07,Purchase,0,4,2005
4/8/2005,March 07,P Change,0,4,2005
4/8/2005,March 07,OI,0,4,2005
4/8/2005,March 07,OI Change,0,4,2005
4/8/2005,May 07,Sales,0,4,2005
4/8/2005,May 07,S Change,0,4,2005
4/8/2005,May 07,Purchase,30,4,2005
4/8/2005,May 07,P Change,0,4,2005
4/8/2005,May 07,OI,0,4,2005
4/8/2005,May 07,OI Change,0,4,2005
4/8/2005,March 08,Sales,13,4,2005
4/8/2005,March 08,S Change,0,4,2005
4/8/2005,March 08,Purchase,0,4,2005
4/8/2005,March 08,P Change,0,4,2005
4/8/2005,March 08,OI,0,4,2005
4/8/2005,March 08,OI Change,0,4,2005
4/8/2005,May 08,Sales,0,4,2005
4/8/2005,May 08,S Change,0,4,2005
4/8/2005,May 08,Purchase,48,4,2005
4/8/2005,May 08,P Change,0,4,2005
4/8/2005,May 08,OI,0,4,2005
4/8/2005,May 08,OI Change,0,4,2005
4/8/2005,Totals,Sales,48428,4,2005
4/8/2005,Totals,S Change,1313,4,2005
4/8/2005,Totals,Purchase,14644,4,2005
4/8/2005,Totals,P Change,1054,4,2005
4/8/2005,Totals,OI,118668,4,2005
4/8/2005,Totals,OI Change,-2621,4,2005
5/13/2005,May 05,Sales,0,5,2005
5/13/2005,May 05,S Change,-210,5,2005
5/13/2005,May 05,Purchase,0,5,2005
5/13/2005,May 05,P Change,-461,5,2005
