Date,Fut,Tag,Value,month,year
11/1/2013,July 14,OI Change,751,11,2013
11/1/2013,October 14,Sales,35,11,2013
11/1/2013,October 14,S Change,35,11,2013
11/1/2013,October 14,Purchase,0,11,2013
11/1/2013,October 14,P Change,0,11,2013
11/1/2013,October 14,OI,0,11,2013
11/1/2013,October 14,OI Change,0,11,2013
11/1/2013,December 14,Sales,2653,11,2013
11/1/2013,December 14,S Change,167,11,2013
11/1/2013,December 14,Purchase,6333,11,2013
11/1/2013,December 14,P Change,-1,11,2013
11/1/2013,December 14,OI,5433,11,2013
11/1/2013,December 14,OI Change,1825,11,2013
11/1/2013,March 15,Sales,1083,11,2013
11/1/2013,March 15,S Change,0,11,2013
11/1/2013,March 15,Purchase,0,11,2013
11/1/2013,March 15,P Change,0,11,2013
11/1/2013,March 15,OI,0,11,2013
11/1/2013,March 15,OI Change,0,11,2013
11/1/2013,May 15,Sales,92,11,2013
11/1/2013,May 15,S Change,0,11,2013
11/1/2013,May 15,Purchase,0,11,2013
11/1/2013,May 15,P Change,0,11,2013
11/1/2013,May 15,OI,4,11,2013
11/1/2013,May 15,OI Change,4,11,2013
11/1/2013,July 15,Sales,0,11,2013
11/1/2013,July 15,S Change,0,11,2013
11/1/2013,July 15,Purchase,0,11,2013
11/1/2013,July 15,P Change,0,11,2013
11/1/2013,July 15,OI,3,11,2013
11/1/2013,July 15,OI Change,0,11,2013
11/1/2013,December 15,Sales,0,11,2013
11/1/2013,December 15,S Change,0,11,2013
11/1/2013,December 15,Purchase,1192,11,2013
11/1/2013,December 15,P Change,26,11,2013
11/1/2013,December 15,OI,5,11,2013
11/1/2013,December 15,OI Change,0,11,2013
11/1/2013,Totals,Sales,47371,11,2013
11/1/2013,Totals,S Change,-3020,11,2013
11/1/2013,Totals,Purchase,20663,11,2013
11/1/2013,Totals,P Change,201,11,2013
11/1/2013,Totals,OI,197207,11,2013
11/1/2013,Totals,OI Change,-5356,11,2013
11/15/2013,December 13,Sales,3524,11,2013
11/15/2013,December 13,S Change,-935,11,2013
11/15/2013,December 13,Purchase,6330,11,2013
11/15/2013,December 13,P Change,-2046,11,2013
11/15/2013,December 13,OI,17973,11,2013
11/15/2013,December 13,OI Change,-47002,11,2013
11/15/2013,March 14,Sales,20213,11,2013
11/15/2013,March 14,S Change,66,11,2013
11/15/2013,March 14,Purchase,5102,11,2013
11/15/2013,March 14,P Change,1389,11,2013
11/15/2013,March 14,OI,110209,11,2013
11/15/2013,March 14,OI Change,24175,11,2013
11/15/2013,May 14,Sales,10122,11,2013
11/15/2013,May 14,S Change,575,11,2013
11/15/2013,May 14,Purchase,818,11,2013
11/15/2013,May 14,P Change,106,11,2013
11/15/2013,May 14,OI,19060,11,2013
11/15/2013,May 14,OI Change,3890,11,2013
11/15/2013,July 14,Sales,10563,11,2013
11/15/2013,July 14,S Change,380,11,2013
11/15/2013,July 14,Purchase,1520,11,2013
11/15/2013,July 14,P Change,-303,11,2013
11/15/2013,July 14,OI,11483,11,2013
11/15/2013,July 14,OI Change,1589,11,2013
11/15/2013,October 14,Sales,35,11,2013
11/15/2013,October 14,S Change,0,11,2013
11/15/2013,October 14,Purchase,0,11,2013
11/15/2013,October 14,P Change,0,11,2013
11/15/2013,October 14,OI,10,11,2013
11/15/2013,October 14,OI Change,10,11,2013
11/15/2013,December 14,Sales,2718,11,2013
11/15/2013,December 14,S Change,-161,11,2013
11/15/2013,December 14,Purchase,6400,11,2013
11/15/2013,December 14,P Change,334,11,2013
11/15/2013,December 14,OI,6874,11,2013
11/15/2013,December 14,OI Change,165,11,2013
11/15/2013,March 15,Sales,1083,11,2013
11/15/2013,March 15,S Change,0,11,2013
11/15/2013,March 15,Purchase,0,11,2013
11/15/2013,March 15,P Change,0,11,2013
11/15/2013,March 15,OI,0,11,2013
11/15/2013,March 15,OI Change,0,11,2013
11/15/2013,May 15,Sales,92,11,2013
11/15/2013,May 15,S Change,0,11,2013
11/15/2013,May 15,Purchase,0,11,2013
11/15/2013,May 15,P Change,0,11,2013
11/15/2013,May 15,OI,5,11,2013
11/15/2013,May 15,OI Change,0,11,2013
11/15/2013,July 15,Sales,0,11,2013
11/15/2013,July 15,S Change,0,11,2013
11/15/2013,July 15,Purchase,0,11,2013
11/15/2013,July 15,P Change,0,11,2013
11/15/2013,July 15,OI,3,11,2013
11/15/2013,July 15,OI Change,0,11,2013
11/15/2013,December 15,Sales,0,11,2013
11/15/2013,December 15,S Change,0,11,2013
11/15/2013,December 15,Purchase,1192,11,2013
11/15/2013,December 15,P Change,0,11,2013
11/15/2013,December 15,OI,5,11,2013
11/15/2013,December 15,OI Change,0,11,2013
11/15/2013,Totals,Sales,48350,11,2013
11/15/2013,Totals,S Change,-75,11,2013
11/15/2013,Totals,Purchase,21362,11,2013
11/15/2013,Totals,P Change,-520,11,2013
11/15/2013,Totals,OI,165622,11,2013
11/15/2013,Totals,OI Change,-17173,11,2013
11/22/2013,December 13,Sales,0,11,2013
11/22/2013,December 13,S Change,-3524,11,2013
11/22/2013,December 13,Purchase,0,11,2013
11/22/2013,December 13,P Change,-6330,11,2013
11/22/2013,December 13,OI,1909,11,2013
11/22/2013,December 13,OI Change,-16064,11,2013
11/22/2013,March 14,Sales,21838,11,2013
11/22/2013,March 14,S Change,1625,11,2013
11/22/2013,March 14,Purchase,9572,11,2013
11/22/2013,March 14,P Change,4470,11,2013
11/22/2013,March 14,OI,113433,11,2013
11/22/2013,March 14,OI Change,3224,11,2013
11/22/2013,May 14,Sales,9765,11,2013
11/22/2013,May 14,S Change,-357,11,2013
11/22/2013,May 14,Purchase,957,11,2013
11/22/2013,May 14,P Change,139,11,2013
11/22/2013,May 14,OI,21350,11,2013
11/22/2013,May 14,OI Change,2290,11,2013
11/22/2013,July 14,Sales,10757,11,2013
11/22/2013,July 14,S Change,194,11,2013
11/22/2013,July 14,Purchase,1675,11,2013
11/22/2013,July 14,P Change,155,11,2013
11/22/2013,July 14,OI,12051,11,2013
11/22/2013,July 14,OI Change,568,11,2013
11/22/2013,October 14,Sales,35,11,2013
11/22/2013,October 14,S Change,0,11,2013
11/22/2013,October 14,Purchase,0,11,2013
11/22/2013,October 14,P Change,0,11,2013
11/22/2013,October 14,OI,10,11,2013
11/22/2013,October 14,OI Change,0,11,2013
11/22/2013,December 14,Sales,2891,11,2013
11/22/2013,December 14,S Change,173,11,2013
11/22/2013,December 14,Purchase,6745,11,2013
11/22/2013,December 14,P Change,345,11,2013
11/22/2013,December 14,OI,7353,11,2013
11/22/2013,December 14,OI Change,479,11,2013
11/22/2013,March 15,Sales,1083,11,2013
11/22/2013,March 15,S Change,0,11,2013
11/22/2013,March 15,Purchase,0,11,2013
11/22/2013,March 15,P Change,0,11,2013
11/22/2013,March 15,OI,0,11,2013
11/22/2013,March 15,OI Change,0,11,2013
11/22/2013,May 15,Sales,92,11,2013
11/22/2013,May 15,S Change,0,11,2013
11/22/2013,May 15,Purchase,0,11,2013
11/22/2013,May 15,P Change,0,11,2013
11/22/2013,May 15,OI,6,11,2013
11/22/2013,May 15,OI Change,1,11,2013
11/22/2013,July 15,Sales,0,11,2013
11/22/2013,July 15,S Change,0,11,2013
11/22/2013,July 15,Purchase,0,11,2013
11/22/2013,July 15,P Change,0,11,2013
11/22/2013,July 15,OI,3,11,2013
11/22/2013,July 15,OI Change,0,11,2013
11/22/2013,December 15,Sales,0,11,2013
11/22/2013,December 15,S Change,0,11,2013
11/22/2013,December 15,Purchase,1197,11,2013
11/22/2013,December 15,P Change,5,11,2013
11/22/2013,December 15,OI,5,11,2013
11/22/2013,December 15,OI Change,0,11,2013
11/22/2013,Totals,Sales,46461,11,2013
11/22/2013,Totals,S Change,-1889,11,2013
11/22/2013,Totals,Purchase,20146,11,2013
11/22/2013,Totals,P Change,-1216,11,2013
11/22/2013,Totals,OI,156120,11,2013
11/22/2013,Totals,OI Change,-9502,11,2013
11/29/2013,December 13,Sales,0,11,2013
11/29/2013,December 13,S Change,0,11,2013
11/29/2013,December 13,Purchase,0,11,2013
11/29/2013,December 13,P Change,0,11,2013
11/29/2013,December 13,OI,384,11,2013
11/29/2013,December 13,OI Change,-1525,11,2013
11/29/2013,March 14,Sales,22013,11,2013
11/29/2013,March 14,S Change,175,11,2013
11/29/2013,March 14,Purchase,9757,11,2013
11/29/2013,March 14,P Change,185,11,2013
11/29/2013,March 14,OI,111536,11,2013
11/29/2013,March 14,OI Change,-1897,11,2013
11/29/2013,May 14,Sales,10348,11,2013
11/29/2013,May 14,S Change,583,11,2013
11/29/2013,May 14,Purchase,1232,11,2013
11/29/2013,May 14,P Change,275,11,2013
11/29/2013,May 14,OI,23487,11,2013
11/29/2013,May 14,OI Change,2137,11,2013
11/29/2013,July 14,Sales,10788,11,2013
11/29/2013,July 14,S Change,31,11,2013
11/29/2013,July 14,Purchase,1500,11,2013
11/29/2013,July 14,P Change,-175,11,2013
11/29/2013,July 14,OI,13330,11,2013
11/29/2013,July 14,OI Change,1279,11,2013
11/29/2013,October 14,Sales,35,11,2013
11/29/2013,October 14,S Change,0,11,2013
11/29/2013,October 14,Purchase,0,11,2013
11/29/2013,October 14,P Change,0,11,2013
11/29/2013,October 14,OI,11,11,2013
11/29/2013,October 14,OI Change,1,11,2013
11/29/2013,December 14,Sales,2993,11,2013
11/29/2013,December 14,S Change,102,11,2013
11/29/2013,December 14,Purchase,7168,11,2013
11/29/2013,December 14,P Change,423,11,2013
11/29/2013,December 14,OI,7920,11,2013
11/29/2013,December 14,OI Change,567,11,2013
11/29/2013,March 15,Sales,1219,11,2013
11/29/2013,March 15,S Change,136,11,2013
11/29/2013,March 15,Purchase,0,11,2013
11/29/2013,March 15,P Change,0,11,2013
11/29/2013,March 15,OI,0,11,2013
11/29/2013,March 15,OI Change,0,11,2013
11/29/2013,May 15,Sales,92,11,2013
11/29/2013,May 15,S Change,0,11,2013
11/29/2013,May 15,Purchase,0,11,2013
11/29/2013,May 15,P Change,0,11,2013
11/29/2013,May 15,OI,6,11,2013
11/29/2013,May 15,OI Change,0,11,2013
11/29/2013,July 15,Sales,0,11,2013
11/29/2013,July 15,S Change,0,11,2013
11/29/2013,July 15,Purchase,0,11,2013
11/29/2013,July 15,P Change,0,11,2013
11/29/2013,July 15,OI,3,11,2013
11/29/2013,July 15,OI Change,0,11,2013
11/29/2013,December 15,Sales,62,11,2013
11/29/2013,December 15,S Change,62,11,2013
11/29/2013,December 15,Purchase,1197,11,2013
11/29/2013,December 15,P Change,0,11,2013
11/29/2013,December 15,OI,5,11,2013
11/29/2013,December 15,OI Change,0,11,2013
11/29/2013,Totals,Sales,47550,11,2013
11/29/2013,Totals,S Change,1089,11,2013
11/29/2013,Totals,Purchase,20854,11,2013
11/29/2013,Totals,P Change,708,11,2013
11/29/2013,Totals,OI,156682,11,2013
11/29/2013,Totals,OI Change,562,11,2013
11/8/2013,December 13,Sales,4459,11,2013
11/8/2013,December 13,S Change,-871,11,2013
11/8/2013,December 13,Purchase,8376,11,2013
11/8/2013,December 13,P Change,31,11,2013
11/8/2013,December 13,OI,64975,11,2013
11/8/2013,December 13,OI Change,-29339,11,2013
11/8/2013,March 14,Sales,20147,11,2013
11/8/2013,March 14,S Change,1230,11,2013
11/8/2013,March 14,Purchase,3713,11,2013
11/8/2013,March 14,P Change,1022,11,2013
11/8/2013,March 14,OI,86034,11,2013
11/8/2013,March 14,OI Change,9787,11,2013
11/8/2013,May 14,Sales,9547,11,2013
11/8/2013,May 14,S Change,806,11,2013
11/8/2013,May 14,Purchase,712,11,2013
11/8/2013,May 14,P Change,83,11,2013
11/8/2013,May 14,OI,15170,11,2013
11/8/2013,May 14,OI Change,2292,11,2013
11/8/2013,July 14,Sales,10183,11,2013
11/8/2013,July 14,S Change,-337,11,2013
11/8/2013,July 14,Purchase,1823,11,2013
11/8/2013,July 14,P Change,350,11,2013
11/8/2013,July 14,OI,9894,11,2013
11/8/2013,July 14,OI Change,1571,11,2013
11/8/2013,October 14,Sales,35,11,2013
11/8/2013,October 14,S Change,0,11,2013
11/8/2013,October 14,Purchase,0,11,2013
11/8/2013,October 14,P Change,0,11,2013
11/8/2013,October 14,OI,0,11,2013
11/8/2013,October 14,OI Change,0,11,2013
11/8/2013,December 14,Sales,2879,11,2013
11/8/2013,December 14,S Change,226,11,2013
11/8/2013,December 14,Purchase,6066,11,2013
11/8/2013,December 14,P Change,-267,11,2013
11/8/2013,December 14,OI,6709,11,2013
11/8/2013,December 14,OI Change,1276,11,2013
11/8/2013,March 15,Sales,1083,11,2013
11/8/2013,March 15,S Change,0,11,2013
11/8/2013,March 15,Purchase,0,11,2013
11/8/2013,March 15,P Change,0,11,2013
11/8/2013,March 15,OI,0,11,2013
11/8/2013,March 15,OI Change,0,11,2013
11/8/2013,May 15,Sales,92,11,2013
11/8/2013,May 15,S Change,0,11,2013
11/8/2013,May 15,Purchase,0,11,2013
11/8/2013,May 15,P Change,0,11,2013
11/8/2013,May 15,OI,5,11,2013
11/8/2013,May 15,OI Change,1,11,2013
11/8/2013,July 15,Sales,0,11,2013
11/8/2013,July 15,S Change,0,11,2013
11/8/2013,July 15,Purchase,0,11,2013
11/8/2013,July 15,P Change,0,11,2013
11/8/2013,July 15,OI,3,11,2013
11/8/2013,July 15,OI Change,0,11,2013
11/8/2013,December 15,Sales,0,11,2013
11/8/2013,December 15,S Change,0,11,2013
11/8/2013,December 15,Purchase,1192,11,2013
11/8/2013,December 15,P Change,0,11,2013
11/8/2013,December 15,OI,5,11,2013
11/8/2013,December 15,OI Change,0,11,2013
11/8/2013,Totals,Sales,48425,11,2013
11/8/2013,Totals,S Change,1054,11,2013
11/8/2013,Totals,Purchase,21882,11,2013
11/8/2013,Totals,P Change,1219,11,2013
11/8/2013,Totals,OI,182795,11,2013
11/8/2013,Totals,OI Change,-14412,11,2013
12/13/2013,March 14,Sales,23019,12,2013
12/13/2013,March 14,S Change,719,12,2013
12/13/2013,March 14,Purchase,8233,12,2013
12/13/2013,March 14,P Change,-1221,12,2013
12/13/2013,March 14,OI,108916,12,2013
12/13/2013,March 14,OI Change,-2574,12,2013
12/13/2013,May 14,Sales,12104,12,2013
12/13/2013,May 14,S Change,1286,12,2013
12/13/2013,May 14,Purchase,1244,12,2013
12/13/2013,May 14,P Change,153,12,2013
12/13/2013,May 14,OI,30545,12,2013
12/13/2013,May 14,OI Change,5330,12,2013
12/13/2013,July 14,Sales,13734,12,2013
12/13/2013,July 14,S Change,1737,12,2013
12/13/2013,July 14,Purchase,1946,12,2013
12/13/2013,July 14,P Change,190,12,2013
12/13/2013,July 14,OI,15297,12,2013
12/13/2013,July 14,OI Change,1474,12,2013
12/13/2013,October 14,Sales,35,12,2013
12/13/2013,October 14,S Change,0,12,2013
12/13/2013,October 14,Purchase,0,12,2013
12/13/2013,October 14,P Change,0,12,2013
12/13/2013,October 14,OI,11,12,2013
12/13/2013,October 14,OI Change,0,12,2013
12/13/2013,December 14,Sales,3185,12,2013
12/13/2013,December 14,S Change,76,12,2013
12/13/2013,December 14,Purchase,7583,12,2013
12/13/2013,December 14,P Change,106,12,2013
12/13/2013,December 14,OI,8216,12,2013
12/13/2013,December 14,OI Change,-55,12,2013
12/13/2013,March 15,Sales,1191,12,2013
12/13/2013,March 15,S Change,42,12,2013
12/13/2013,March 15,Purchase,0,12,2013
12/13/2013,March 15,P Change,0,12,2013
12/13/2013,March 15,OI,15,12,2013
12/13/2013,March 15,OI Change,15,12,2013
12/13/2013,May 15,Sales,92,12,2013
12/13/2013,May 15,S Change,0,12,2013
12/13/2013,May 15,Purchase,0,12,2013
12/13/2013,May 15,P Change,0,12,2013
12/13/2013,May 15,OI,6,12,2013
12/13/2013,May 15,OI Change,0,12,2013
12/13/2013,July 15,Sales,0,12,2013
12/13/2013,July 15,S Change,0,12,2013
12/13/2013,July 15,Purchase,0,12,2013
12/13/2013,July 15,P Change,0,12,2013
12/13/2013,July 15,OI,3,12,2013
12/13/2013,July 15,OI Change,0,12,2013
12/13/2013,December 15,Sales,62,12,2013
12/13/2013,December 15,S Change,0,12,2013
12/13/2013,December 15,Purchase,1215,12,2013
12/13/2013,December 15,P Change,4,12,2013
12/13/2013,December 15,OI,5,12,2013
12/13/2013,December 15,OI Change,0,12,2013
12/13/2013,Totals,Sales,53422,12,2013
12/13/2013,Totals,S Change,3860,12,2013
12/13/2013,Totals,Purchase,20221,12,2013
12/13/2013,Totals,P Change,-768,12,2013
12/13/2013,Totals,OI,163014,12,2013
12/13/2013,Totals,OI Change,4190,12,2013
12/20/2013,March 14,Sales,22980,12,2013
12/20/2013,March 14,S Change,-39,12,2013
12/20/2013,March 14,Purchase,7641,12,2013
12/20/2013,March 14,P Change,-592,12,2013
12/20/2013,March 14,OI,111435,12,2013
12/20/2013,March 14,OI Change,2519,12,2013
12/20/2013,May 14,Sales,12856,12,2013
12/20/2013,May 14,S Change,752,12,2013
12/20/2013,May 14,Purchase,1236,12,2013
12/20/2013,May 14,P Change,-8,12,2013
12/20/2013,May 14,OI,32126,12,2013
12/20/2013,May 14,OI Change,1581,12,2013
12/20/2013,July 14,Sales,14627,12,2013
12/20/2013,July 14,S Change,893,12,2013
12/20/2013,July 14,Purchase,1944,12,2013
12/20/2013,July 14,P Change,-2,12,2013
12/20/2013,July 14,OI,16373,12,2013
12/20/2013,July 14,OI Change,1076,12,2013
12/20/2013,October 14,Sales,35,12,2013
12/20/2013,October 14,S Change,0,12,2013
12/20/2013,October 14,Purchase,0,12,2013
12/20/2013,October 14,P Change,0,12,2013
12/20/2013,October 14,OI,0,12,2013
12/20/2013,October 14,OI Change,-11,12,2013
12/20/2013,December 14,Sales,3230,12,2013
12/20/2013,December 14,S Change,45,12,2013
12/20/2013,December 14,Purchase,8995,12,2013
12/20/2013,December 14,P Change,1412,12,2013
12/20/2013,December 14,OI,8033,12,2013
12/20/2013,December 14,OI Change,-183,12,2013
12/20/2013,March 15,Sales,1202,12,2013
12/20/2013,March 15,S Change,11,12,2013
12/20/2013,March 15,Purchase,0,12,2013
12/20/2013,March 15,P Change,0,12,2013
12/20/2013,March 15,OI,18,12,2013
12/20/2013,March 15,OI Change,3,12,2013
12/20/2013,May 15,Sales,92,12,2013
12/20/2013,May 15,S Change,0,12,2013
12/20/2013,May 15,Purchase,0,12,2013
12/20/2013,May 15,P Change,0,12,2013
12/20/2013,May 15,OI,6,12,2013
12/20/2013,May 15,OI Change,0,12,2013
12/20/2013,July 15,Sales,123,12,2013
12/20/2013,July 15,S Change,123,12,2013
12/20/2013,July 15,Purchase,308,12,2013
12/20/2013,July 15,P Change,308,12,2013
12/20/2013,July 15,OI,3,12,2013
12/20/2013,July 15,OI Change,0,12,2013
12/20/2013,December 15,Sales,185,12,2013
12/20/2013,December 15,S Change,123,12,2013
12/20/2013,December 15,Purchase,1493,12,2013
12/20/2013,December 15,P Change,278,12,2013
12/20/2013,December 15,OI,5,12,2013
12/20/2013,December 15,OI Change,0,12,2013
12/20/2013,Totals,Sales,55330,12,2013
12/20/2013,Totals,S Change,1908,12,2013
12/20/2013,Totals,Purchase,21617,12,2013
12/20/2013,Totals,P Change,1396,12,2013
12/20/2013,Totals,OI,167999,12,2013
12/20/2013,Totals,OI Change,4985,12,2013
12/27/2013,March 14,Sales,22038,12,2013
12/27/2013,March 14,S Change,-942,12,2013
12/27/2013,March 14,Purchase,7036,12,2013
12/27/2013,March 14,P Change,-605,12,2013
12/27/2013,March 14,OI,111497,12,2013
12/27/2013,March 14,OI Change,62,12,2013
12/27/2013,May 14,Sales,13200,12,2013
12/27/2013,May 14,S Change,344,12,2013
12/27/2013,May 14,Purchase,1236,12,2013
12/27/2013,May 14,P Change,0,12,2013
12/27/2013,May 14,OI,33101,12,2013
12/27/2013,May 14,OI Change,975,12,2013
12/27/2013,July 14,Sales,14476,12,2013
12/27/2013,July 14,S Change,-151,12,2013
12/27/2013,July 14,Purchase,1887,12,2013
12/27/2013,July 14,P Change,-57,12,2013
12/27/2013,July 14,OI,17706,12,2013
12/27/2013,July 14,OI Change,1333,12,2013
12/27/2013,October 14,Sales,35,12,2013
12/27/2013,October 14,S Change,0,12,2013
12/27/2013,October 14,Purchase,0,12,2013
12/27/2013,October 14,P Change,0,12,2013
12/27/2013,October 14,OI,0,12,2013
12/27/2013,October 14,OI Change,0,12,2013
12/27/2013,December 14,Sales,3401,12,2013
12/27/2013,December 14,S Change,171,12,2013
12/27/2013,December 14,Purchase,9032,12,2013
12/27/2013,December 14,P Change,37,12,2013
12/27/2013,December 14,OI,8526,12,2013
12/27/2013,December 14,OI Change,493,12,2013
12/27/2013,March 15,Sales,1243,12,2013
12/27/2013,March 15,S Change,41,12,2013
12/27/2013,March 15,Purchase,0,12,2013
12/27/2013,March 15,P Change,0,12,2013
12/27/2013,March 15,OI,25,12,2013
12/27/2013,March 15,OI Change,7,12,2013
12/27/2013,May 15,Sales,92,12,2013
12/27/2013,May 15,S Change,0,12,2013
12/27/2013,May 15,Purchase,0,12,2013
12/27/2013,May 15,P Change,0,12,2013
12/27/2013,May 15,OI,6,12,2013
12/27/2013,May 15,OI Change,0,12,2013
12/27/2013,July 15,Sales,123,12,2013
12/27/2013,July 15,S Change,0,12,2013
12/27/2013,July 15,Purchase,308,12,2013
12/27/2013,July 15,P Change,0,12,2013
12/27/2013,July 15,OI,3,12,2013
12/27/2013,July 15,OI Change,0,12,2013
12/27/2013,October 15,Sales,0,12,2013
12/27/2013,October 15,S Change,0,12,2013
12/27/2013,October 15,Purchase,265,12,2013
12/27/2013,October 15,P Change,265,12,2013
12/27/2013,October 15,OI,0,12,2013
12/27/2013,October 15,OI Change,0,12,2013
12/27/2013,December 15,Sales,123,12,2013
12/27/2013,December 15,S Change,-62,12,2013
12/27/2013,December 15,Purchase,1488,12,2013
12/27/2013,December 15,P Change,-5,12,2013
12/27/2013,December 15,OI,10,12,2013
12/27/2013,December 15,OI Change,5,12,2013
12/27/2013,Totals,Sales,54731,12,2013
12/27/2013,Totals,S Change,-599,12,2013
12/27/2013,Totals,Purchase,21252,12,2013
12/27/2013,Totals,P Change,-365,12,2013
12/27/2013,Totals,OI,170874,12,2013
12/27/2013,Totals,OI Change,2875,12,2013
12/6/2013,March 14,Sales,22300,12,2013
12/6/2013,March 14,S Change,287,12,2013
12/6/2013,March 14,Purchase,9454,12,2013
12/6/2013,March 14,P Change,-303,12,2013
12/6/2013,March 14,OI,111490,12,2013
12/6/2013,March 14,OI Change,-46,12,2013
12/6/2013,May 14,Sales,10818,12,2013
12/6/2013,May 14,S Change,470,12,2013
12/6/2013,May 14,Purchase,1091,12,2013
12/6/2013,May 14,P Change,-141,12,2013
12/6/2013,May 14,OI,25215,12,2013
12/6/2013,May 14,OI Change,1728,12,2013
12/6/2013,July 14,Sales,11997,12,2013
12/6/2013,July 14,S Change,1209,12,2013
12/6/2013,July 14,Purchase,1756,12,2013
12/6/2013,July 14,P Change,256,12,2013
12/6/2013,July 14,OI,13823,12,2013
12/6/2013,July 14,OI Change,493,12,2013
12/6/2013,October 14,Sales,35,12,2013
12/6/2013,October 14,S Change,0,12,2013
12/6/2013,October 14,Purchase,0,12,2013
12/6/2013,October 14,P Change,0,12,2013
12/6/2013,October 14,OI,11,12,2013
12/6/2013,October 14,OI Change,0,12,2013
12/6/2013,December 14,Sales,3109,12,2013
12/6/2013,December 14,S Change,116,12,2013
12/6/2013,December 14,Purchase,7477,12,2013
12/6/2013,December 14,P Change,309,12,2013
12/6/2013,December 14,OI,8271,12,2013
12/6/2013,December 14,OI Change,351,12,2013
12/6/2013,March 15,Sales,1149,12,2013
12/6/2013,March 15,S Change,-70,12,2013
12/6/2013,March 15,Purchase,0,12,2013
12/6/2013,March 15,P Change,0,12,2013
12/6/2013,March 15,OI,0,12,2013
12/6/2013,March 15,OI Change,0,12,2013
12/6/2013,May 15,Sales,92,12,2013
12/6/2013,May 15,S Change,0,12,2013
12/6/2013,May 15,Purchase,0,12,2013
12/6/2013,May 15,P Change,0,12,2013
12/6/2013,May 15,OI,6,12,2013
12/6/2013,May 15,OI Change,0,12,2013
12/6/2013,July 15,Sales,0,12,2013
12/6/2013,July 15,S Change,0,12,2013
12/6/2013,July 15,Purchase,0,12,2013
12/6/2013,July 15,P Change,0,12,2013
12/6/2013,July 15,OI,3,12,2013
12/6/2013,July 15,OI Change,0,12,2013
12/6/2013,December 15,Sales,62,12,2013
12/6/2013,December 15,S Change,0,12,2013
12/6/2013,December 15,Purchase,1211,12,2013
12/6/2013,December 15,P Change,14,12,2013
12/6/2013,December 15,OI,5,12,2013
12/6/2013,December 15,OI Change,0,12,2013
12/6/2013,Totals,Sales,49562,12,2013
12/6/2013,Totals,S Change,2012,12,2013
12/6/2013,Totals,Purchase,20989,12,2013
12/6/2013,Totals,P Change,135,12,2013
12/6/2013,Totals,OI,158824,12,2013
12/6/2013,Totals,OI Change,2526,12,2013
1/3/2014,March 14,Sales,21635,1,2014
1/3/2014,March 14,S Change,-403,1,2014
1/3/2014,March 14,Purchase,6633,1,2014
1/3/2014,March 14,P Change,-403,1,2014
1/3/2014,March 14,OI,111430,1,2014
1/3/2014,March 14,OI Change,-67,1,2014
1/3/2014,May 14,Sales,13146,1,2014
1/3/2014,May 14,S Change,-54,1,2014
1/3/2014,May 14,Purchase,1260,1,2014
1/3/2014,May 14,P Change,24,1,2014
1/3/2014,May 14,OI,34161,1,2014
1/3/2014,May 14,OI Change,1060,1,2014
1/3/2014,July 14,Sales,14556,1,2014
1/3/2014,July 14,S Change,80,1,2014
1/3/2014,July 14,Purchase,1854,1,2014
1/3/2014,July 14,P Change,-33,1,2014
1/3/2014,July 14,OI,18452,1,2014
1/3/2014,July 14,OI Change,746,1,2014
1/3/2014,October 14,Sales,0,1,2014
1/3/2014,October 14,S Change,-35,1,2014
1/3/2014,October 14,Purchase,265,1,2014
1/3/2014,October 14,P Change,265,1,2014
1/3/2014,October 14,OI,3,1,2014
1/3/2014,October 14,OI Change,3,1,2014
1/3/2014,December 14,Sales,3350,1,2014
1/3/2014,December 14,S Change,-51,1,2014
1/3/2014,December 14,Purchase,9185,1,2014
1/3/2014,December 14,P Change,153,1,2014
1/3/2014,December 14,OI,9351,1,2014
1/3/2014,December 14,OI Change,825,1,2014
1/3/2014,March 15,Sales,1331,1,2014
1/3/2014,March 15,S Change,88,1,2014
1/3/2014,March 15,Purchase,0,1,2014
1/3/2014,March 15,P Change,0,1,2014
1/3/2014,March 15,OI,195,1,2014
1/3/2014,March 15,OI Change,170,1,2014
1/3/2014,May 15,Sales,92,1,2014
1/3/2014,May 15,S Change,0,1,2014
1/3/2014,May 15,Purchase,0,1,2014
1/3/2014,May 15,P Change,0,1,2014
1/3/2014,May 15,OI,6,1,2014
1/3/2014,May 15,OI Change,0,1,2014
1/3/2014,July 15,Sales,123,1,2014
1/3/2014,July 15,S Change,0,1,2014
1/3/2014,July 15,Purchase,308,1,2014
1/3/2014,July 15,P Change,0,1,2014
1/3/2014,July 15,OI,3,1,2014
1/3/2014,July 15,OI Change,0,1,2014
1/3/2014,October 15,Sales,0,1,2014
1/3/2014,October 15,S Change,0,1,2014
1/3/2014,October 15,Purchase,0,1,2014
1/3/2014,October 15,P Change,-265,1,2014
1/3/2014,October 15,OI,0,1,2014
1/3/2014,October 15,OI Change,0,1,2014
1/3/2014,December 15,Sales,123,1,2014
1/3/2014,December 15,S Change,0,1,2014
1/3/2014,December 15,Purchase,1488,1,2014
1/3/2014,December 15,P Change,0,1,2014
1/3/2014,December 15,OI,25,1,2014
1/3/2014,December 15,OI Change,15,1,2014
1/3/2014,December 16,Sales,0,1,2014
1/3/2014,December 16,S Change,0,1,2014
1/3/2014,December 16,Purchase,1100,1,2014
1/3/2014,December 16,P Change,1100,1,2014
1/3/2014,December 16,OI,0,1,2014
